date,sector,sentiment,fear_greed,sentiment_lagged
2020-06-30,Energy,0.03236583333333333,51.62,-0.03049166666666666
2020-07-01,Energy,0.05606249999999998,52.8,0.03236583333333333
2020-07-02,Energy,-0.005678484848484849,49.72,0.05606249999999998
2020-07-06,Energy,0.06979761904761905,53.49,-0.005678484848484849
2020-07-07,Energy,-0.12437142857142858,43.78,0.06979761904761905
2020-07-08,Energy,0.0207,51.04,-0.12437142857142858
2020-07-09,Energy,0.06766875000000001,53.38,0.0207
2020-07-10,Energy,0.10475999999999999,55.24,0.06766875000000001
2020-07-13,Energy,-0.0968,45.16,0.10475999999999999
2020-07-14,Energy,0.00645,50.32,-0.0968
2020-07-15,Energy,-0.1624833333333333,41.88,0.00645
2020-07-16,Energy,-0.014741666666666665,49.26,-0.1624833333333333
2020-07-17,Energy,-0.10470833333333332,44.76,-0.014741666666666665
2020-07-20,Energy,0.05840277777777778,52.92,-0.10470833333333332
2020-07-21,Energy,-0.004075848595848597,49.8,0.05840277777777778
2020-07-22,Energy,0.14691666666666667,57.35,-0.004075848595848597
2020-07-23,Energy,-0.039349999999999996,48.03,0.14691666666666667
2020-07-24,Energy,0.15937788461538463,57.97,-0.039349999999999996
2020-07-27,Energy,-0.11697333333333333,44.15,0.15937788461538463
2020-07-28,Energy,0.0207,51.04,-0.11697333333333333
2020-07-29,Energy,0.0232125,51.16,0.0207
2020-07-30,Energy,0.006316222222222226,50.32,0.0232125
2020-07-31,Energy,-0.12410095238095237,43.79,0.006316222222222226
2020-08-03,Energy,0.0813745,54.07,-0.12410095238095237
2020-08-04,Energy,-0.008433333333333333,49.58,0.0813745
2020-08-05,Energy,-0.0737138888888889,46.31,-0.008433333333333333
2020-08-06,Energy,0.12457499999999999,56.23,-0.0737138888888889
2020-08-07,Energy,0.0029866666666666665,50.15,0.12457499999999999
2020-08-10,Energy,0.11762555555555557,55.88,0.0029866666666666665
2020-08-11,Energy,0.08755357142857143,54.38,0.11762555555555557
2020-08-12,Energy,0.11122833333333333,55.56,0.08755357142857143
2020-08-13,Energy,-0.080325,45.98,0.11122833333333333
2020-08-14,Energy,0.24855833333333333,62.43,-0.080325
2020-08-17,Energy,-0.13175416666666667,43.41,0.24855833333333333
2020-08-18,Energy,0.041479166666666664,52.07,-0.13175416666666667
2020-08-19,Energy,0.058888888888888886,52.94,0.041479166666666664
2020-08-20,Energy,-0.024282500000000002,48.79,0.058888888888888886
2020-08-21,Energy,0.011949999999999999,50.6,-0.024282500000000002
2020-08-24,Energy,0.08006074074074075,54.0,0.011949999999999999
2020-08-25,Energy,0.03995333333333333,52.0,0.08006074074074075
2020-08-26,Energy,0.09919404761904761,54.96,0.03995333333333333
2020-08-27,Energy,-0.07820714285714285,46.09,0.09919404761904761
2020-08-28,Energy,-0.010625,49.47,-0.07820714285714285
2020-08-31,Energy,0.04428619047619048,52.21,-0.010625
2020-09-01,Energy,0.20275833333333335,60.14,0.04428619047619048
2020-09-02,Energy,-0.08072,45.96,0.20275833333333335
2020-09-03,Energy,0.012199999999999997,50.61,-0.08072
2020-09-04,Energy,0.13854375000000002,56.93,0.012199999999999997
2020-09-08,Energy,-0.14831228571428573,42.58,0.13854375000000002
2020-09-09,Energy,0.20049999999999998,60.02,-0.14831228571428573
2020-09-10,Energy,0.016800000000000002,50.84,0.20049999999999998
2020-09-11,Energy,0.0782888888888889,53.91,0.016800000000000002
2020-09-14,Energy,-0.11555714285714284,44.22,0.0782888888888889
2020-09-15,Energy,-0.28678333333333333,35.66,-0.11555714285714284
2020-09-16,Energy,0.13089166666666666,56.54,-0.28678333333333333
2020-09-17,Energy,0.04168333333333333,52.08,0.13089166666666666
2020-09-18,Energy,-0.09491250000000001,45.25,0.04168333333333333
2020-09-21,Energy,-0.06273888888888891,46.86,-0.09491250000000001
2020-09-22,Energy,0.25353333333333333,62.68,-0.06273888888888891
2020-09-23,Energy,-0.06616944444444446,46.69,0.25353333333333333
2020-09-24,Energy,0.09435833333333332,54.72,-0.06616944444444446
2020-09-25,Energy,0.0283,51.42,0.09435833333333332
2020-09-28,Energy,0.029023809523809525,51.45,0.0283
2020-09-29,Energy,0.20027,60.01,0.029023809523809525
2020-09-30,Energy,-0.11538888888888887,44.23,0.20027
2020-10-01,Energy,0.03877222222222222,51.94,-0.11538888888888887
2020-10-02,Energy,0.024966666666666668,51.25,0.03877222222222222
2020-10-05,Energy,-0.0065393749999999974,49.67,0.024966666666666668
2020-10-06,Energy,0.009616666666666671,50.48,-0.0065393749999999974
2020-10-07,Energy,-0.07916,46.04,0.009616666666666671
2020-10-08,Energy,0.24025,62.01,-0.07916
2020-10-12,Energy,-0.03413437499999999,48.29,0.24025
2020-10-13,Energy,-0.0021500000000000004,49.89,-0.03413437499999999
2020-10-14,Energy,-0.011159999999999998,49.44,-0.0021500000000000004
2020-10-15,Energy,0.1661375,58.31,-0.011159999999999998
2020-10-16,Energy,0.07702708333333333,53.85,0.1661375
2020-10-19,Energy,0.04809278787878788,52.4,0.07702708333333333
2020-10-20,Energy,0.1535277777777778,57.68,0.04809278787878788
2020-10-21,Energy,0.0244,51.22,0.1535277777777778
2020-10-22,Energy,0.09854999999999998,54.93,0.0244
2020-10-23,Energy,0.23814166666666667,61.91,0.09854999999999998
2020-10-26,Energy,-0.007141666666666671,49.64,0.23814166666666667
2020-10-27,Energy,-0.1320888888888889,43.4,-0.007141666666666671
2020-10-28,Energy,-0.06261968253968254,46.87,-0.1320888888888889
2020-10-29,Energy,-0.02933214285714285,48.53,-0.06261968253968254
2020-10-30,Energy,-0.018215833333333337,49.09,-0.02933214285714285
2020-11-02,Energy,0.017356666666666673,50.87,-0.018215833333333337
